"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Lee","yes",3,4,"2.02","-0.27","-0.27"
"2","A","Sot","yes",1,0,"1.78","-0.12","-0.39"
"3","A","Wol","yes",3,1,"1.86","-0.17","-0.55"
"4","H","New","yes",3,3,"2.16","-0.36","-0.91"
"5","A","WHU","yes",3,1,"1.30","0.18","-0.72"
"6","H","Ast","yes",0,-1,"1.62","-0.02","-0.74"
"7","H","Eve","yes",1,0,"1.95","-0.22","-0.96"
"8","A","Lei","yes",0,-2,"1.49","0.07","-0.90"
"9","H","Liv","yes",0,-5,"0.78","0.51","-0.39"
"10","A","Tot","yes",3,3,"0.93","0.42","0.03"
"11","H","MnC","yes",0,-2,"0.59","0.63","0.66"
"12","A","Wat","yes",0,-3,"1.95","-0.22","0.43"
"13","A","Che","yes",1,0,"1.35","0.15","0.58"
"14","H","Ars","yes",3,1,"1.75","-0.10","0.48"
"15","H","Pal","yes",3,1,"1.72","-0.08","0.40"
"16","A","Nor","yes",3,1,"2.31","-0.45","-0.04"
"17","H","BHA","no",NA,NA,"1.46","0.08","0.04"
"18","A","New","no",NA,NA,"2.14","-0.34","-0.30"
"19","H","Bur","no",NA,NA,"2.01","-0.26","-0.57"
"20","H","Wol","no",NA,NA,"1.36","0.14","-0.42"
"21","A","Ast","no",NA,NA,"1.56","0.02","-0.40"
"22","H","WHU","no",NA,NA,"1.29","0.19","-0.21"
"23","A","Bur","no",NA,NA,"2.07","-0.30","-0.50"
"24","H","Sot","no",NA,NA,"1.94","-0.22","-0.72"
"25","A","Lee","no",NA,NA,"1.84","-0.15","-0.87"
"26","H","Wat","no",NA,NA,"1.89","-0.19","-1.06"
"27","A","MnC","no",NA,NA,"1.06","0.34","-0.72"
"28","H","Tot","no",NA,NA,"1.54","0.03","-0.69"
"29","A","Liv","no",NA,NA,"0.97","0.39","-0.30"
"30","H","Lei","no",NA,NA,"1.71","-0.07","-0.37"
"31","A","Eve","no",NA,NA,"1.65","-0.04","-0.41"
"32","H","Nor","no",NA,NA,"1.90","-0.19","-0.60"
"33","A","Ars","no",NA,NA,"0.91","0.43","-0.17"
"34","H","Bre","no",NA,NA,"1.54","0.03","-0.14"
"35","A","BHA","no",NA,NA,"2.03","-0.27","-0.41"
"36","H","Che","no",NA,NA,"0.55","0.65","0.24"
"37","A","Pal","no",NA,NA,"1.74","-0.09","0.15"
"38","A","Bre","no",NA,NA,"1.83","-0.15","-0.00"
