"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Liv","yes",0,-3,"0.41","0.50","0.50"
"2","A","MnC","yes",0,-5,"0.34","0.58","1.09"
"3","H","Lei","yes",0,-1,"1.05","-0.28","0.81"
"4","A","Ars","yes",0,-1,"0.42","0.48","1.29"
"5","H","Wat","yes",0,-2,"1.10","-0.34","0.95"
"6","A","Eve","yes",0,-2,"0.84","-0.03","0.92"
"7","A","Bur","yes",1,0,"1.24","-0.52","0.41"
"8","H","BHA","yes",1,0,"0.68","0.17","0.58"
"9","A","Che","yes",0,-7,"0.55","0.33","0.91"
"10","H","Lee","yes",0,-1,"1.10","-0.34","0.57"
"11","A","Bre","yes",3,1,"1.04","-0.27","0.30"
"12","H","Sot","yes",3,1,"0.90","-0.10","0.20"
"13","H","Wol","yes",1,0,"0.46","0.43","0.64"
"14","A","New","yes",1,0,"1.06","-0.29","0.35"
"15","A","Tot","yes",0,-3,"0.55","0.34","0.68"
"16","H","MnU","yes",0,-1,"0.57","0.31","0.99"
"17","H","Ast","yes",0,-2,"0.94","-0.14","0.85"
"18","H","Ars","yes",0,-5,"0.68","0.17","1.02"
"19","A","Pal","yes",0,-3,"0.93","-0.13","0.89"
"20","A","WHU","yes",0,-2,"0.75","0.08","0.97"
"21","H","Eve","yes",3,1,"1.47","-0.79","0.18"
"22","A","Wat","yes",3,3,"1.38","-0.68","-0.50"
"23","H","Pal","yes",1,0,"1.11","-0.36","-0.85"
"24","H","MnC","yes",0,-4,"0.21","0.75","-0.11"
"25","A","Liv","yes",0,-2,"0.27","0.67","0.56"
"26","A","Sot","no",NA,NA,"0.73","0.12","0.67"
"27","H","Bre","no",NA,NA,"1.12","-0.36","0.31"
"28","A","Lee","no",NA,NA,"1.16","-0.41","-0.10"
"29","H","Che","no",NA,NA,"0.33","0.59","0.49"
"30","A","BHA","no",NA,NA,"1.09","-0.33","0.16"
"31","H","Bur","no",NA,NA,"1.13","-0.38","-0.22"
"32","A","MnU","no",NA,NA,"0.62","0.24","0.03"
"33","H","New","no",NA,NA,"1.25","-0.52","-0.50"
"34","A","Ast","no",NA,NA,"0.94","-0.15","-0.65"
"35","H","WHU","no",NA,NA,"0.59","0.28","-0.37"
"36","A","Wol","no",NA,NA,"0.93","-0.13","-0.50"
"37","H","Tot","no",NA,NA,"0.58","0.29","-0.21"
"38","A","Lei","no",NA,NA,"0.65","0.21","0.00"
