"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Ars","yes",3,2,"0.91","0.13","0.13"
"2","A","Pal","yes",1,0,"1.15","-0.10","0.03"
"3","A","Ast","yes",1,0,"1.04","0.00","0.04"
"4","H","BHA","yes",0,-1,"1.05","-0.01","0.03"
"5","A","Wol","yes",3,2,"1.03","0.01","0.04"
"6","H","Liv","yes",1,0,"0.57","0.46","0.50"
"7","A","WHU","yes",3,1,"0.82","0.22","0.72"
"8","H","Che","yes",0,-1,"0.43","0.59","1.31"
"9","H","Lei","yes",0,-1,"1.36","-0.30","1.02"
"10","A","Bur","yes",0,-2,"1.41","-0.34","0.67"
"11","H","Nor","yes",0,-1,"1.59","-0.52","0.15"
"12","A","New","yes",1,0,"1.15","-0.10","0.05"
"13","H","Eve","yes",3,1,"1.87","-0.79","-0.74"
"14","A","Tot","yes",0,-2,"0.64","0.39","-0.35"
"15","A","Lee","yes",1,0,"1.46","-0.40","-0.75"
"16","H","Wat","yes",3,1,"1.49","-0.43","-1.17"
"17","A","BHA","yes",0,-2,"1.38","-0.32","-1.49"
"18","H","MnC","yes",0,-1,"0.28","0.73","-0.76"
"19","H","Ast","yes",3,1,"1.10","-0.05","-0.81"
"20","A","Sot","yes",0,-3,"0.95","0.10","-0.71"
"21","A","Liv","yes",0,-3,"0.28","0.73","0.02"
"22","H","MnU","yes",0,-2,"0.85","0.19","0.21"
"23","H","Wol","yes",0,-1,"0.82","0.22","0.43"
"24","A","MnC","yes",0,-2,"0.39","0.63","1.06"
"25","H","Pal","yes",1,0,"1.24","-0.18","0.88"
"26","A","Ars","yes",0,-1,"0.45","0.57","1.44"
"27","H","New","yes",0,-2,"1.30","-0.24","1.20"
"28","A","Nor","yes",3,2,"1.74","-0.66","0.54"
"29","H","Bur","no",NA,NA,"1.48","-0.41","0.13"
"30","A","Lei","no",NA,NA,"0.75","0.28","0.41"
"31","A","Che","no",NA,NA,"0.68","0.35","0.76"
"32","H","WHU","no",NA,NA,"0.87","0.17","0.93"
"33","A","Wat","no",NA,NA,"1.71","-0.64","0.29"
"34","H","Tot","no",NA,NA,"0.87","0.17","0.46"
"35","A","MnU","no",NA,NA,"0.81","0.23","0.69"
"36","H","Sot","no",NA,NA,"1.29","-0.23","0.46"
"37","A","Eve","no",NA,NA,"1.06","-0.02","0.44"
"38","H","Lee","no",NA,NA,"1.51","-0.44","0.00"
