"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","QPR","yes",3,1,1,"1.86","-0.24","-0.24"
"2","A","Swa","yes",3,3,3,"1.11","0.26","0.02"
"3","H","WBA","yes",3,1,2,"1.83","-0.22","-0.20"
"4","A","Rea","yes",0,-3,0,"0.83","0.45","0.24"
"5","A","ShU","yes",0,-3,0,"0.65","0.57","0.81"
"6","H","Sto","yes",0,-1,0,"1.91","-0.27","0.54"
"7","A","Bpl","yes",3,1,1,"1.56","-0.04","0.50"
"8","H","BrC","yes",0,-1,2,"1.89","-0.26","0.24"
"9","H","Wat","yes",3,2,2,"1.87","-0.25","-0.01"
"10","A","Lut","yes",0,-2,0,"1.14","0.24","0.23"
"11","H","Mil","yes",3,1,2,"1.94","-0.30","-0.07"
"12","A","Car","yes",0,-1,0,"1.38","0.08","0.02"
"13","H","Rot","yes",3,3,3,"2.15","-0.43","-0.42"
"14","A","Wig","yes",0,-1,0,"1.86","-0.24","-0.66"
"15","A","Mid","yes",3,1,2,"0.81","0.46","-0.20"
"16","H","Sun","yes",3,2,2,"1.65","-0.10","-0.30"
"17","H","Bir","yes",3,1,2,"1.83","-0.22","-0.52"
"18","A","Hul","yes",3,1,1,"1.29","0.14","-0.38"
"19","A","Cov","yes",0,-1,0,"0.99","0.34","-0.04"
"20","H","Hud","yes",3,1,1,"2.27","-0.51","-0.55"
"21","A","Bur","yes",0,-3,0,"0.42","0.72","0.17"
"22","H","PNE","yes",0,-3,1,"1.43","0.05","0.22"
"23","A","Nor","yes",3,2,2,"1.27","0.15","0.37"
"24","A","Sun","yes",0,-1,1,"1.21","0.19","0.56"
"25","H","Mid","yes",0,-1,1,"1.85","-0.23","0.33"
"26","H","Car","yes",3,1,1,"2.22","-0.48","-0.15"
"27","A","Rot","yes",0,-4,0,"1.23","0.18","0.02"
"28","A","BrC","yes",1,0,1,"1.28","0.14","0.17"
"29","H","Wig","yes",1,0,0,"1.95","-0.30","-0.13"
"30","A","Wat","no",NA,NA,NA,"0.91","0.40","0.26"
"31","A","WBA","no",NA,NA,NA,"0.96","0.36","0.62"
"32","H","Swa","no",NA,NA,NA,"1.86","-0.24","0.38"
"33","H","Bpl","no",NA,NA,NA,"2.11","-0.41","-0.03"
"34","A","QPR","no",NA,NA,NA,"1.25","0.17","0.14"
"35","H","ShU","no",NA,NA,NA,"1.41","0.06","0.20"
"36","A","Sto","no",NA,NA,NA,"1.43","0.04","0.24"
"37","H","Rea","no",NA,NA,NA,"2.24","-0.49","-0.26"
"38","H","Bur","no",NA,NA,NA,"1.24","0.17","-0.08"
"39","A","Bir","no",NA,NA,NA,"1.29","0.14","0.06"
"40","H","Nor","no",NA,NA,NA,"1.53","-0.02","0.03"
"41","A","Hud","no",NA,NA,NA,"1.36","0.09","0.12"
"42","H","Hul","no",NA,NA,NA,"1.82","-0.21","-0.09"
"43","H","Cov","no",NA,NA,NA,"2.04","-0.36","-0.45"
"44","A","PNE","no",NA,NA,NA,"1.58","-0.05","-0.50"
"45","H","Lut","no",NA,NA,NA,"1.42","0.05","-0.45"
"46","A","Mil","no",NA,NA,NA,"0.82","0.45","0.00"
