"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Tor","yes",0,-1,1,"1.14","0.10","0.10"
"2","A","Nap","yes",0,-4,0,"0.23","0.82","0.92"
"3","H","Udi","yes",0,-1,1,"1.18","0.07","0.99"
"4","A","Rom","yes",0,-3,0,"0.79","0.38","1.37"
"5","H","Ata","yes",0,-2,0,"0.71","0.44","1.81"
"6","A","Lec","yes",1,0,1,"1.55","-0.23","1.58"
"7","H","Juv","yes",3,1,1,"0.82","0.36","1.94"
"8","A","Sam","yes",3,3,3,"2.26","-0.78","1.16"
"9","H","Spe","yes",3,2,2,"1.63","-0.29","0.87"
"10","A","Emp","yes",0,-1,0,"1.46","-0.15","0.72"
"11","A","Mil","yes",0,-3,1,"0.57","0.55","1.28"
"12","H","Bol","yes",0,-1,1,"1.09","0.14","1.42"
"13","H","Ver","yes",3,2,2,"1.99","-0.57","0.85"
"14","A","Laz","yes",0,-1,0,"1.00","0.21","1.06"
"15","H","Sal","yes",3,3,3,"1.55","-0.22","0.83"
"16","A","Fir","yes",1,0,1,"1.44","-0.13","0.70"
"17","H","Int","yes",1,0,2,"0.95","0.25","0.95"
"18","A","Cre","yes",3,1,3,"2.32","-0.83","0.12"
"19","H","Sas","yes",1,0,1,"1.55","-0.23","-0.10"
"20","A","Juv","yes",3,2,2,"0.64","0.49","0.39"
"21","H","Sam","yes",1,0,2,"1.90","-0.50","-0.11"
"22","A","Bol","yes",3,1,1,"1.41","-0.11","-0.22"
"23","H","Mil","yes",0,-1,0,"1.02","0.20","-0.03"
"24","A","Sal","no",NA,NA,NA,"1.74","-0.38","-0.40"
"25","H","Emp","no",NA,NA,NA,"1.30","-0.02","-0.43"
"26","A","Ver","no",NA,NA,NA,"1.65","-0.30","-0.73"
"27","H","Cre","no",NA,NA,NA,"1.98","-0.56","-1.29"
"28","H","Laz","no",NA,NA,NA,"0.81","0.36","-0.93"
"29","A","Udi","no",NA,NA,NA,"1.41","-0.12","-1.05"
"30","A","Int","no",NA,NA,NA,"0.48","0.62","-0.43"
"31","H","Fir","no",NA,NA,NA,"1.55","-0.22","-0.65"
"32","A","Spe","no",NA,NA,NA,"1.72","-0.35","-1.00"
"33","H","Rom","no",NA,NA,NA,"0.65","0.49","-0.52"
"34","A","Tor","no",NA,NA,NA,"1.46","-0.15","-0.67"
"35","H","Nap","no",NA,NA,NA,"0.24","0.81","0.14"
"36","A","Sas","no",NA,NA,NA,"1.41","-0.11","0.03"
"37","H","Lec","no",NA,NA,NA,"1.36","-0.07","-0.04"
"38","A","Ata","no",NA,NA,NA,"1.22","0.04","-0.00"
