"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","A","Mal","yes",3,3,3,"2.33","0.10","0.10"
"2","A","Lev","yes",3,1,3,"2.57","0.01","0.11"
"3","A","Ray","yes",1,0,1,"2.41","0.07","0.18"
"4","H","Val","yes",3,6,6,"2.94","-0.13","0.05"
"5","H","Get","yes",3,3,3,"2.88","-0.11","-0.06"
"6","A","Ovi","yes",3,2,3,"2.64","-0.02","-0.08"
"7","H","RSo","yes",3,1,2,"2.92","-0.12","-0.20"
"8","A","Sev","yes",0,-3,1,"2.61","-0.00","-0.21"
"9","H","Gir","yes",3,1,2,"2.93","-0.13","-0.33"
"10","A","RMa","yes",0,-1,1,"1.35","0.48","0.15"
"11","H","Elc","yes",3,2,3,"2.96","-0.14","0.01"
"12","A","Cel","yes",3,2,4,"2.61","-0.00","0.00"
"13","H","Ath","yes",3,4,4,"2.93","-0.13","-0.13"
"14","H","Ala","yes",3,2,3,"2.94","-0.13","-0.26"
"15","H","Atl","yes",3,2,3,"2.91","-0.12","-0.38"
"16","A","Bet","yes",3,2,5,"2.28","0.12","-0.26"
"17","H","Osa","yes",3,2,2,"2.95","-0.14","-0.39"
"18","A","Vil","yes",3,2,2,"1.38","0.47","0.08"
"19","A","Esp","yes",3,2,2,"2.52","0.03","0.10"
"20","A","RSo","yes",0,-1,1,"2.36","0.09","0.19"
"21","H","Ovi","yes",3,3,3,"2.95","-0.14","0.06"
"22","A","Elc","yes",3,2,3,"2.25","0.13","0.19"
"23","H","Mal","yes",3,3,3,"2.95","-0.14","0.06"
"24","A","Gir","yes",0,-1,1,"2.53","0.03","0.08"
"25","H","Lev","yes",3,3,3,"2.94","-0.13","-0.05"
"26","H","Vil","yes",3,3,4,"2.87","-0.11","-0.15"
"27","A","Ath","yes",3,1,1,"2.33","0.10","-0.05"
"28","H","Sev","yes",3,3,5,"2.93","-0.13","-0.18"
"29","H","Ray","yes",3,1,1,"2.94","-0.13","-0.31"
"30","A","Atl","yes",3,1,2,"1.41","0.46","0.14"
"31","H","Esp","yes",3,3,4,"2.92","-0.12","0.02"
"32","H","Cel","yes",3,1,1,"2.86","-0.10","-0.08"
"33","A","Get","yes",3,2,2,"2.50","0.04","-0.05"
"34","A","Osa","yes",3,1,2,"2.20","0.15","0.11"
"35","H","RMa","no",NA,NA,NA,"2.79","-0.08","0.03"
"36","A","Ala","no",NA,NA,NA,"2.51","0.03","0.06"
"37","H","Bet","no",NA,NA,NA,"2.89","-0.11","-0.05"
"38","A","Val","no",NA,NA,NA,"2.46","0.05","-0.00"
