"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Rei","yes",1,"2.32","-0.13","-0.13"
"2","A","Mtz","yes",3,"2.10","-0.02","-0.15"
"3","H","Nan","yes",3,"2.50","-0.22","-0.38"
"4","A","Ren","yes",0,"1.76","0.14","-0.23"
"5","H","Str","yes",3,"2.33","-0.14","-0.37"
"6","A","Bre","yes",0,"1.59","0.22","-0.15"
"7","H","Mtp","yes",1,"2.13","-0.04","-0.19"
"8","A","Lyo","yes",0,"1.20","0.42","0.23"
"9","H","Bor","yes",3,"2.41","-0.18","0.05"
"10","A","Nic","yes",3,"2.08","-0.02","0.03"
"11","H","PSG","yes",3,"1.44","0.30","0.33"
"12","H","Nim","yes",3,"2.38","-0.16","0.17"
"13","A","Lil","yes",0,"1.33","0.35","0.52"
"14","A","Mar","yes",0,"1.40","0.32","0.84"
"15","H","Len","yes",0,"1.97","0.04","0.88"
"16","A","Dij","yes",3,"2.55","-0.24","0.63"
"17","H","StE","yes",1,"2.35","-0.14","0.49"
"18","A","Lor","yes",3,"1.75","0.14","0.63"
"19","H","Ang","yes",3,"2.26","-0.10","0.53"
"20","A","Mtp","yes",3,"1.80","0.12","0.65"
"21","H","Mar","yes",3,"2.20","-0.08","0.57"
"22","A","Nan","yes",3,"2.34","-0.14","0.43"
"23","H","Nic","yes",3,"2.20","-0.08","0.35"
"24","A","Nim","yes",3,"2.42","-0.18","0.17"
"25","H","Lor","yes",1,"2.73","-0.33","-0.16"
"26","A","PSG","yes",3,"1.27","0.38","0.22"
"27","H","Bre","yes",3,"2.64","-0.29","-0.07"
"28","A","Str","yes",0,"2.15","-0.05","-0.12"
"29","H","Lil","yes",1,"1.28","0.37","0.25"
"30","A","StE","yes",3,"2.13","-0.04","0.21"
"31","H","Mtz","yes",3,"2.16","-0.05","0.16"
"32","H","Dij","yes",3,"2.68","-0.31","-0.15"
"33","A","Bor","yes",3,"2.13","-0.04","-0.19"
"34","A","Ang","no",NA,"2.13","-0.04","-0.23"
"35","H","Lyo","no",NA,"1.70","0.17","-0.06"
"36","A","Rei","no",NA,"2.07","-0.01","-0.07"
"37","H","Ren","no",NA,"2.09","-0.02","-0.10"
"38","A","Len","no",NA,"1.85","0.10","0.00"
