"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Bre","yes",3,4,"1.41","-0.48","-0.48"
"2","A","Nan","yes",0,-1,"1.65","-0.72","-1.20"
"3","H","Ren","yes",0,-2,"0.62","0.35","-0.85"
"4","A","Lyo","yes",1,0,"0.62","0.35","-0.51"
"5","H","Len","yes",1,0,"0.51","0.46","-0.04"
"6","A","Mtp","yes",3,1,"1.18","-0.23","-0.27"
"7","H","PSG","yes",0,-4,"0.24","0.75","0.48"
"8","A","Bor","yes",0,-2,"1.32","-0.39","0.09"
"9","H","Mtz","yes",0,-1,"0.58","0.39","0.48"
"10","H","Ang","yes",0,-4,"0.75","0.21","0.70"
"11","A","Rei","yes",3,1,"1.42","-0.49","0.21"
"12","A","Mco","yes",0,-3,"0.53","0.44","0.65"
"13","H","Mar","yes",0,-2,"0.71","0.26","0.91"
"14","A","Lor","yes",0,-3,"0.90","0.06","0.97"
"15","H","Nic","yes",0,-2,"0.68","0.28","1.25"
"16","A","StE","yes",1,0,"1.33","-0.40","0.86"
"17","H","Dij","yes",0,-2,"1.58","-0.66","0.20"
"18","A","Str","yes",0,-5,"1.64","-0.72","-0.52"
"19","H","Lil","yes",0,-1,"0.17","0.82","0.30"
"20","A","Mar","yes",3,1,"0.77","0.19","0.49"
"21","A","Ang","yes",0,-2,"1.44","-0.51","-0.02"
"22","A","PSG","yes",0,-3,"0.58","0.39","0.37"
"23","H","Mco","yes",0,-1,"0.33","0.65","1.02"
"24","A","Dij","yes",3,2,"2.14","-1.24","-0.22"
"25","H","Bor","yes",3,2,"1.04","-0.09","-0.31"
"26","H","Lor","yes",3,1,"1.65","-0.73","-1.03"
"27","H","Nan","yes",1,0,"0.82","0.14","-0.89"
"28","A","Nic","yes",0,-1,"1.21","-0.26","-1.15"
"29","H","Mtp","yes",1,0,"0.60","0.37","-0.79"
"30","A","Lil","yes",3,1,"0.64","0.33","-0.46"
"31","H","StE","yes",0,-2,"0.72","0.25","-0.21"
"32","A","Bre","yes",1,0,"0.99","-0.04","-0.25"
"33","H","Str","yes",1,0,"0.77","0.20","-0.06"
"34","A","Len","yes",0,-1,"1.09","-0.14","-0.20"
"35","H","Rei","yes",1,0,"0.81","0.15","-0.05"
"36","A","Mtz","yes",3,3,"1.53","-0.60","-0.65"
"37","H","Lyo","no",NA,NA,"0.29","0.69","0.05"
"38","A","Ren","no",NA,NA,"1.00","-0.05","-0.00"
