"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","Dij","yes",3,"2.61","-0.30","-0.30"
"2","A","Bor","yes",1,"2.22","-0.11","-0.41"
"3","A","Mtp","yes",0,"1.91","0.05","-0.36"
"4","H","Nim","yes",1,"2.27","-0.13","-0.49"
"5","A","Lor","yes",1,"1.80","0.11","-0.39"
"6","H","Mar","yes",1,"2.02","-0.00","-0.39"
"7","A","Str","yes",3,"2.31","-0.15","-0.54"
"8","H","Mco","yes",3,"1.52","0.24","-0.30"
"9","A","Lil","yes",1,"1.45","0.28","-0.02"
"10","H","StE","yes",3,"2.19","-0.09","-0.11"
"11","A","Ang","yes",3,"2.25","-0.12","-0.23"
"12","H","Rei","yes",3,"2.15","-0.07","-0.30"
"13","A","Mtz","yes",3,"2.21","-0.10","-0.40"
"14","A","PSG","yes",3,"1.40","0.31","-0.10"
"15","H","Bre","yes",1,"2.56","-0.27","-0.37"
"16","A","Nic","yes",3,"2.08","-0.03","-0.40"
"17","H","Nan","yes",3,"2.30","-0.14","-0.55"
"18","H","Len","yes",3,"1.76","0.12","-0.42"
"19","A","Ren","yes",1,"1.83","0.09","-0.34"
"20","H","Mtz","yes",0,"1.97","0.02","-0.32"
"21","A","StE","yes",3,"2.22","-0.10","-0.42"
"22","H","Bor","yes",3,"2.31","-0.15","-0.57"
"23","A","Dij","yes",3,"2.60","-0.30","-0.87"
"24","H","Str","yes",3,"2.17","-0.08","-0.95"
"25","H","Mtp","yes",0,"2.03","-0.01","-0.95"
"26","A","Bre","yes",3,"1.72","0.14","-0.81"
"27","A","Mar","yes",1,"1.52","0.24","-0.57"
"28","H","Ren","yes",3,"1.90","0.06","-0.51"
"29","A","Rei","yes",1,"2.17","-0.08","-0.59"
"30","H","PSG","yes",0,"1.16","0.42","-0.17"
"31","A","Len","yes",1,"1.89","0.06","-0.11"
"32","H","Ang","yes",3,"2.09","-0.04","-0.15"
"33","A","Nan","yes",3,"2.42","-0.20","-0.35"
"34","H","Lil","no",NA,"1.06","0.47","0.12"
"35","A","Mco","no",NA,"1.10","0.45","0.57"
"36","H","Lor","no",NA,"2.66","-0.32","0.24"
"37","A","Nim","no",NA,"2.48","-0.24","0.01"
"38","H","Nic","no",NA,"2.02","-0.01","0.00"
