"","HA","vs","played","Pts","GD","GS","ePts","sched","cumulative"
"1","H","Ajx","yes",0,-1,2,"0.42","0.63","0.63"
"2","A","Twe","yes",0,-3,0,"0.44","0.61","1.25"
"3","H","Cam","yes",0,-3,1,"1.34","-0.17","1.08"
"4","A","Hee","yes",0,-1,1,"1.31","-0.14","0.94"
"5","H","Utr","yes",0,-1,3,"0.83","0.27","1.21"
"6","A","NEC","yes",1,0,1,"1.48","-0.29","0.92"
"7","H","Exc","yes",3,1,1,"1.74","-0.52","0.40"
"8","H","Vol","yes",3,2,2,"1.57","-0.37","0.03"
"9","A","Vit","yes",3,1,2,"1.64","-0.43","-0.40"
"10","H","RKC","yes",1,0,0,"1.39","-0.22","-0.62"
"11","A","Fey","yes",1,0,1,"0.54","0.53","-0.09"
"12","A","Spa","yes",0,-2,1,"0.83","0.27","0.19"
"13","H","Emm","yes",0,-1,0,"1.76","-0.54","-0.35"
"14","A","Gro","yes",3,1,3,"1.87","-0.63","-0.99"
"15","H","GoA","yes",0,-2,0,"1.18","-0.03","-1.01"
"16","H","PSV","yes",1,0,2,"0.88","0.23","-0.78"
"17","A","AZA","yes",0,-2,1,"0.80","0.30","-0.48"
"18","H","Hee","yes",3,2,2,"0.97","0.16","-0.32"
"19","A","Cam","yes",3,1,2,"2.29","-1.00","-1.32"
"20","H","Spa","yes",1,0,0,"0.86","0.25","-1.07"
"21","A","Emm","yes",3,1,1,"1.54","-0.34","-1.42"
"22","A","RKC","yes",0,-2,1,"0.83","0.28","-1.14"
"23","H","Fey","no",NA,NA,NA,"0.35","0.70","-0.44"
"24","A","Utr","no",NA,NA,NA,"0.89","0.23","-0.22"
"25","H","Twe","no",NA,NA,NA,"1.11","0.03","-0.18"
"26","A","Vol","no",NA,NA,NA,"1.44","-0.25","-0.44"
"27","H","Gro","no",NA,NA,NA,"1.76","-0.53","-0.97"
"28","A","Ajx","no",NA,NA,NA,"1.02","0.11","-0.86"
"29","H","AZA","no",NA,NA,NA,"0.44","0.62","-0.24"
"30","A","GoA","no",NA,NA,NA,"1.45","-0.26","-0.50"
"31","H","Vit","no",NA,NA,NA,"1.17","-0.02","-0.52"
"32","A","PSV","no",NA,NA,NA,"0.44","0.62","0.10"
"33","A","Exc","no",NA,NA,NA,"1.23","-0.07","0.02"
"34","H","NEC","no",NA,NA,NA,"1.17","-0.02","-0.00"
