"","HA","vs","played","sched","cumulative"
"1","A","Ang","yes","0.10","0.10"
"2","H","Mtp","yes","-0.14","-0.04"
"3","A","Dij","yes","-0.01","-0.05"
"4","A","Lyo","yes","0.26","0.21"
"5","H","Mtz","yes","-0.39","-0.18"
"6","H","Bre","yes","-0.29","-0.47"
"7","A","Ami","yes","-0.19","-0.66"
"8","H","PSG","yes","0.61","-0.05"
"9","A","Tou","yes","-0.46","-0.51"
"10","H","StE","yes","-0.36","-0.87"
"11","A","Lil","yes","0.40","-0.47"
"12","H","Nan","yes","-0.21","-0.67"
"13","A","Nic","yes","0.22","-0.45"
"14","H","Mco","yes","-0.11","-0.56"
"15","A","Rei","yes","0.24","-0.32"
"16","H","Nim","yes","-0.42","-0.75"
"17","A","Mar","yes","0.64","-0.11"
"18","H","Str","yes","-0.15","-0.26"
"19","A","Ren","yes","0.43","0.17"
"20","H","Lyo","yes","-0.17","-0.00"
"21","A","Nan","yes","0.22","0.22"
"22","H","Mar","yes","0.29","0.51"
"23","A","Bre","yes","0.13","0.65"
"24","A","Mtz","yes","0.02","0.67"
"25","H","Dij","yes","-0.41","0.26"
"26","A","PSG","no","0.82","1.08"
"27","H","Nic","no","-0.21","0.87"
"28","A","StE","no","0.05","0.92"
"29","H","Ren","no","0.02","0.94"
"30","A","Nim","no","-0.02","0.92"
"31","H","Rei","no","-0.19","0.73"
"32","H","Ami","no","-0.55","0.18"
"33","A","Mco","no","0.32","0.50"
"34","H","Tou","no","-0.73","-0.23"
"35","A","Mtp","no","0.29","0.05"
"36","H","Ang","no","-0.32","-0.27"
"37","A","Str","no","0.28","0.01"
"38","H","Lil","no","-0.01","0.00"
