"","HA","vs","played","sched","cumulative"
"1","H","Ren","yes","0.05","0.05"
"2","A","Bor","yes","0.22","0.27"
"3","H","Lyo","yes","-0.14","0.13"
"4","A","Nan","yes","0.25","0.37"
"5","H","Nic","yes","-0.20","0.17"
"6","A","Mar","yes","0.60","0.78"
"7","H","Nim","yes","-0.43","0.35"
"8","A","Str","yes","0.22","0.56"
"9","H","Mco","yes","-0.14","0.42"
"10","A","Rei","yes","0.23","0.65"
"11","H","Ang","yes","-0.22","0.42"
"12","A","Mtz","yes","0.06","0.48"
"13","H","Tou","yes","-0.70","-0.22"
"14","A","StE","yes","0.02","-0.20"
"15","H","Ami","yes","-0.54","-0.74"
"16","A","Dij","yes","-0.02","-0.76"
"17","H","PSG","yes","0.62","-0.14"
"18","A","Lil","yes","0.45","0.31"
"19","H","Bre","yes","-0.32","-0.01"
"20","A","Ami","yes","-0.21","-0.22"
"21","H","Dij","yes","-0.40","-0.62"
"22","A","PSG","yes","0.82","0.20"
"23","H","Mtz","yes","-0.34","-0.13"
"24","H","StE","yes","-0.37","-0.50"
"25","A","Mco","yes","0.28","-0.23"
"26","A","Ang","yes","0.19","-0.04"
"27","H","Str","yes","-0.20","-0.24"
"28","A","Ren","no","0.45","0.22"
"29","H","Mar","no","0.25","0.47"
"30","A","Nic","no","0.21","0.68"
"31","H","Lil","no","0.04","0.72"
"32","A","Nim","no","-0.06","0.67"
"33","H","Rei","no","-0.19","0.48"
"34","A","Bre","no","0.08","0.56"
"35","H","Bor","no","-0.20","0.37"
"36","A","Lyo","no","0.27","0.64"
"37","H","Nan","no","-0.17","0.47"
"38","A","Tou","no","-0.47","0.00"
