"","HA","vs","played","sched","cumulative"
"1","A","Lil","yes","0.40","0.40"
"2","H","Mar","yes","0.22","0.62"
"3","A","Ami","yes","-0.17","0.46"
"4","H","Mtp","yes","-0.17","0.28"
"5","H","Rei","yes","-0.19","0.10"
"6","A","Str","yes","0.24","0.33"
"7","H","Ren","yes","0.04","0.37"
"8","A","Lyo","yes","0.25","0.62"
"9","H","Nic","yes","-0.20","0.42"
"10","A","Mtz","yes","0.02","0.44"
"11","H","Mco","yes","-0.12","0.31"
"12","A","Bor","yes","0.24","0.55"
"13","H","StE","yes","-0.35","0.20"
"14","A","Bre","yes","0.13","0.33"
"15","H","Tou","yes","-0.69","-0.36"
"16","A","PSG","yes","0.82","0.46"
"17","H","Dij","yes","-0.39","0.07"
"18","A","Nim","yes","-0.04","0.03"
"19","H","Ang","yes","-0.27","-0.24"
"20","A","StE","yes","0.04","-0.20"
"21","H","Bor","yes","-0.18","-0.38"
"22","A","Ren","yes","0.44","0.06"
"23","H","PSG","yes","0.61","0.67"
"24","A","Dij","yes","-0.01","0.66"
"25","H","Mtz","yes","-0.37","0.29"
"26","A","Mar","yes","0.58","0.87"
"27","H","Lil","no","-0.00","0.87"
"28","A","Ang","no","0.14","1.01"
"29","H","Nim","no","-0.41","0.60"
"30","A","Rei","no","0.22","0.82"
"31","A","Mco","no","0.29","1.11"
"32","H","Lyo","no","-0.17","0.95"
"33","A","Tou","no","-0.45","0.50"
"34","H","Ami","no","-0.51","-0.01"
"35","A","Nic","no","0.21","0.21"
"36","H","Bre","no","-0.28","-0.07"
"37","A","Mtp","no","0.24","0.18"
"38","H","Str","no","-0.18","0.00"
