"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Bar","yes",1,0,"1.93","-0.61","-0.61"
"2","A","Bpl","yes",3,2,"1.24","-0.03","-0.64"
"3","A","Pet","yes",1,0,"1.69","-0.42","-1.06"
"4","H","Mil","yes",3,2,"1.11","0.07","-0.99"
"5","H","Bri","yes",0,-1,"1.42","-0.19","-1.18"
"6","A","Not","yes",3,1,"1.37","-0.15","-1.33"
"7","A","Cov","yes",0,-1,"1.19","0.00","-1.33"
"8","H","Bou","yes",0,-1,"0.69","0.43","-0.90"
"9","A","BbR","yes",0,-4,"0.85","0.28","-0.62"
"10","H","WBA","yes",0,-4,"1.21","-0.01","-0.63"
"11","H","Rea","yes",0,-1,"1.25","-0.04","-0.67"
"12","A","Swa","yes",0,-3,"1.17","0.02","-0.65"
"13","A","Ful","yes",0,-2,"0.89","0.26","-0.39"
"14","H","Mid","yes",0,-2,"1.26","-0.05","-0.44"
"15","A","Sto","yes",1,0,"1.45","-0.21","-0.65"
"16","H","QPR","yes",0,-1,"0.91","0.24","-0.42"
"17","H","Hud","yes",3,1,"0.88","0.27","-0.15"
"18","A","PNE","yes",3,1,"1.35","-0.13","-0.28"
"19","H","Hul","yes",0,-1,"1.19","0.01","-0.27"
"20","A","Lut","yes",3,1,"1.05","0.12","-0.15"
"21","H","ShU","yes",0,-1,"0.89","0.26","0.11"
"22","A","Bir","yes",1,0,"1.50","-0.25","-0.15"
"23","A","Bou","yes",0,-3,"1.01","0.16","0.01"
"24","A","WBA","yes",1,0,"1.07","0.11","0.12"
"25","H","BbR","yes",0,-1,"1.07","0.11","0.22"
"26","A","Bri","yes",0,-1,"1.40","-0.17","0.05"
"27","H","Not","yes",3,1,"0.78","0.35","0.40"
"28","A","Bar","yes",3,1,"1.71","-0.43","-0.03"
"29","H","Pet","yes",3,4,"2.06","-0.73","-0.76"
"30","A","Mil","yes",0,-1,"0.94","0.21","-0.54"
"31","H","Cov","yes",3,2,"1.11","0.07","-0.47"
"32","H","Bpl","yes",1,0,"1.13","0.05","-0.42"
"33","A","Hud","yes",0,-1,"0.97","0.19","-0.23"
"34","H","Ful","yes",0,-1,"0.43","0.64","0.41"
"35","H","Der","yes",3,1,"1.62","-0.36","0.05"
"36","A","QPR","yes",3,1,"1.14","0.05","0.10"
"37","H","PNE","no",NA,NA,"1.00","0.16","0.26"
"38","H","Sto","no",NA,NA,"1.07","0.11","0.37"
"39","H","Swa","no",NA,NA,"1.24","-0.04","0.33"
"40","A","Rea","no",NA,NA,"1.73","-0.44","-0.12"
"41","A","Hul","no",NA,NA,"1.81","-0.52","-0.63"
"42","H","Lut","no",NA,NA,"0.91","0.24","-0.39"
"43","A","ShU","no",NA,NA,"1.12","0.06","-0.33"
"44","A","Mid","no",NA,NA,"0.86","0.28","-0.05"
"45","H","Bir","no",NA,NA,"1.26","-0.06","-0.11"
"46","A","Der","no",NA,NA,"1.07","0.11","0.00"
