"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","QPR","yes",1,0,"0.76","0.44","0.44"
"2","H","BbR","yes",1,0,"1.51","-0.11","0.32"
"3","H","Ful","yes",0,-1,"1.11","0.18","0.50"
"4","A","Car","yes",0,-2,"1.69","-0.25","0.25"
"5","H","Bpl","yes",3,1,"1.79","-0.32","-0.07"
"6","A","WBA","yes",1,0,"0.50","0.63","0.56"
"7","A","Swa","yes",1,0,"1.03","0.24","0.80"
"8","H","Cov","yes",1,0,"1.86","-0.38","0.42"
"9","A","Not","yes",1,0,"1.16","0.14","0.56"
"10","H","Bri","yes",3,1,"1.74","-0.29","0.27"
"11","A","Bar","yes",3,1,"1.51","-0.12","0.15"
"12","H","Lut","yes",0,-2,"1.68","-0.24","-0.09"
"13","A","ShU","yes",3,1,"1.20","0.11","0.02"
"14","H","Sto","yes",3,1,"1.65","-0.22","-0.20"
"15","A","Hud","yes",0,-1,"0.74","0.45","0.25"
"16","H","Rea","yes",3,1,"1.67","-0.24","0.01"
"17","H","Der","yes",1,0,"2.07","-0.53","-0.52"
"18","A","Mid","yes",1,0,"0.94","0.31","-0.21"
"19","H","Bou","yes",1,0,"1.27","0.06","-0.15"
"20","A","Hul","yes",0,-1,"1.35","0.00","-0.15"
"21","H","Bir","yes",3,2,"1.82","-0.35","-0.50"
"22","A","Pet","yes",0,-1,"1.01","0.25","-0.25"
"23","H","Swa","no",NA,NA,"1.82","-0.34","-0.59"
"24","A","Cov","no",NA,NA,"0.59","0.56","-0.03"
"25","A","Bri","no",NA,NA,"1.22","0.10","0.07"
"26","H","Not","no",NA,NA,"1.24","0.08","0.15"
"27","A","Bpl","no",NA,NA,"1.08","0.20","0.35"
"28","H","WBA","no",NA,NA,"1.57","-0.16","0.18"
"29","H","QPR","no",NA,NA,"1.58","-0.17","0.02"
"30","A","Ful","no",NA,NA,"0.65","0.52","0.53"
"31","H","Car","no",NA,NA,"1.52","-0.12","0.41"
"32","A","BbR","no",NA,NA,"0.56","0.58","0.99"
"33","A","Der","no",NA,NA,"0.88","0.35","1.34"
"34","H","ShU","no",NA,NA,"1.51","-0.12","1.22"
"35","A","Rea","no",NA,NA,"1.13","0.16","1.38"
"36","H","Mid","no",NA,NA,"1.70","-0.26","1.12"
"37","H","Hud","no",NA,NA,"1.88","-0.39","0.73"
"38","A","Sto","no",NA,NA,"0.72","0.47","1.19"
"39","A","Lut","no",NA,NA,"1.04","0.23","1.43"
"40","H","Bar","no",NA,NA,"2.35","-0.74","0.68"
"41","A","PNE","no",NA,NA,"0.90","0.33","1.02"
"42","H","Hul","no",NA,NA,"1.93","-0.43","0.59"
"43","A","Bir","no",NA,NA,"1.01","0.25","0.84"
"44","H","Pet","no",NA,NA,"2.45","-0.81","0.03"
"45","A","Bou","no",NA,NA,"0.75","0.45","0.47"
"46","H","PNE","no",NA,NA,"1.99","-0.47","0.00"
