"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Fir","yes",3,2,"2.30","-0.40","-0.40"
"2","A","Sal","yes",3,4,"1.80","-0.10","-0.51"
"3","H","Sas","yes",3,1,"2.21","-0.35","-0.86"
"4","A","Ver","yes",0,-1,"0.66","0.60","-0.26"
"5","H","Udi","yes",3,1,"2.31","-0.41","-0.68"
"6","A","Laz","yes",0,-1,"0.67","0.59","-0.09"
"7","H","Emp","yes",3,2,"1.71","-0.04","-0.13"
"8","A","Juv","yes",0,-1,"1.04","0.37","0.23"
"9","H","Nap","yes",1,0,"1.36","0.17","0.40"
"10","A","Cag","yes",3,1,"1.81","-0.11","0.29"
"11","H","Mil","yes",0,-1,"1.36","0.17","0.46"
"12","A","Ven","yes",0,-1,"1.51","0.08","0.54"
"13","A","Gen","yes",3,2,"1.93","-0.18","0.36"
"14","H","Tor","no",NA,NA,"2.40","-0.47","-0.11"
"15","A","Bol","no",NA,NA,"1.08","0.34","0.23"
"16","H","Int","no",NA,NA,"1.42","0.13","0.36"
"17","H","Spe","no",NA,NA,"2.51","-0.53","-0.17"
"18","A","Ata","no",NA,NA,"1.38","0.16","-0.02"
"19","H","Sam","no",NA,NA,"2.35","-0.44","-0.45"
"20","A","Mil","no",NA,NA,"0.50","0.69","0.24"
"21","H","Juv","no",NA,NA,"1.74","-0.07","0.18"
"22","H","Cag","no",NA,NA,"2.48","-0.52","-0.34"
"23","A","Emp","no",NA,NA,"1.64","-0.00","-0.34"
"24","H","Gen","no",NA,NA,"2.44","-0.49","-0.83"
"25","A","Sas","no",NA,NA,"1.50","0.09","-0.75"
"26","H","Ver","no",NA,NA,"2.54","-0.55","-1.30"
"27","A","Spe","no",NA,NA,"1.43","0.13","-1.18"
"28","H","Ata","no",NA,NA,"1.02","0.38","-0.80"
"29","A","Udi","no",NA,NA,"1.40","0.15","-0.65"
"30","H","Laz","no",NA,NA,"2.31","-0.41","-1.07"
"31","A","Sam","no",NA,NA,"1.40","0.15","-0.92"
"32","H","Sal","no",NA,NA,"2.54","-0.55","-1.47"
"33","A","Nap","no",NA,NA,"0.54","0.67","-0.81"
"34","A","Int","no",NA,NA,"0.49","0.70","-0.10"
"35","H","Bol","no",NA,NA,"2.36","-0.45","-0.55"
"36","A","Fir","no",NA,NA,"0.71","0.57","0.02"
"37","H","Ven","no",NA,NA,"2.38","-0.45","-0.44"
"38","A","Tor","no",NA,NA,"0.92","0.44","-0.00"
