"","HA","vs","played","sched","cumulative"
"1","H","PSV","yes","0.15","0.15"
"2","A","Gro","yes","0.32","0.47"
"3","H","RKC","yes","-1.10","-0.63"
"4","A","Hee","yes","0.19","-0.44"
"5","H","Utr","yes","-0.02","-0.46"
"6","A","Sit","yes","-0.04","-0.50"
"7","H","Her","yes","-0.34","-0.84"
"8","A","Fey","yes","0.59","-0.25"
"9","A","Spa","yes","0.14","-0.11"
"10","H","WII","yes","0.19","0.08"
"11","H","Emm","yes","-0.47","-0.39"
"12","A","AZA","yes","0.74","0.36"
"13","H","Zwo","yes","-0.56","-0.20"
"14","A","VVV","yes","-0.07","-0.28"
"15","H","Ajx","yes","0.59","0.31"
"16","A","ADO","yes","-0.35","-0.03"
"17","H","Vit","yes","-0.07","-0.10"
"18","A","RKC","yes","-0.69","-0.79"
"19","H","Gro","yes","-0.15","-0.94"
"20","A","PSV","yes","0.53","-0.41"
"21","H","Spa","yes","-0.36","-0.77"
"22","A","Emm","yes","0.04","-0.72"
"23","H","AZA","no","0.49","-0.23"
"24","A","Utr","no","0.41","0.18"
"25","H","Hee","no","-0.30","-0.12"
"26","A","Vit","no","0.38","0.26"
"27","A","Ajx","no","0.80","1.06"
"28","H","ADO","no","-0.83","0.23"
"29","H","Sit","no","-0.55","-0.32"
"30","A","Zwo","no","-0.05","-0.37"
"31","H","VVV","no","-0.58","-0.95"
"32","A","Her","no","0.15","-0.80"
"33","H","Fey","no","0.23","-0.56"
"34","A","WII","no","0.56","-0.00"
