"","HA","vs","played","sched","cumulative"
"1","H","Spa","yes","-0.20","-0.20"
"2","A","Hee","yes","0.04","-0.16"
"3","H","Utr","yes","-0.03","-0.20"
"4","A","WII","yes","0.33","0.13"
"5","H","ADO","yes","-0.33","-0.19"
"6","A","Emm","yes","0.04","-0.16"
"7","H","AZA","yes","0.22","0.06"
"8","H","Twe","yes","-0.22","-0.16"
"9","A","Sit","yes","-0.06","-0.23"
"10","H","Her","yes","-0.15","-0.38"
"11","A","Ajx","yes","0.61","0.23"
"12","A","VVV","yes","-0.01","0.22"
"13","H","RKC","yes","-0.39","-0.18"
"14","A","Gro","yes","0.14","-0.04"
"15","H","Zwo","yes","-0.27","-0.31"
"16","A","Vit","yes","0.20","-0.10"
"17","H","PSV","yes","0.09","-0.02"
"18","A","Utr","yes","0.26","0.24"
"19","H","Hee","yes","-0.20","0.05"
"20","A","Her","yes","0.11","0.16"
"21","H","Emm","yes","-0.20","-0.04"
"22","A","AZA","no","0.53","0.49"
"23","A","Zwo","yes","-0.08","0.41"
"24","H","Sit","yes","-0.26","0.15"
"25","A","PSV","no","0.40","0.55"
"26","H","WII","no","0.02","0.57"
"27","A","Spa","no","0.04","0.61"
"28","H","Ajx","no","0.31","0.92"
"29","A","RKC","no","-0.29","0.62"
"30","H","VVV","no","-0.23","0.39"
"31","A","ADO","no","-0.18","0.22"
"32","H","Gro","no","-0.13","0.09"
"33","A","Twe","no","-0.01","0.08"
"34","H","Vit","no","-0.08","-0.00"
