"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Wol","yes",1,"0.91","0.44","0.44"
"2","H","Lei","yes",1,"1.15","0.29","0.73"
"3","A","Stu","yes",1,"1.76","-0.08","0.65"
"4","A","Mai","yes",3,"2.00","-0.23","0.41"
"5","H","Aug","yes",3,"2.07","-0.27","0.14"
"6","A","Fbg","yes",3,"1.42","0.13","0.27"
"7","H","BMg","yes",3,"1.80","-0.11","0.16"
"8","A","Bie","yes",3,"1.77","-0.09","0.07"
"9","H","Her","yes",1,"2.09","-0.29","-0.22"
"10","A","Sch","yes",3,"2.30","-0.42","-0.64"
"11","H","Hof","yes",3,"2.04","-0.26","-0.89"
"12","A","Kln","yes",3,"2.17","-0.34","-1.23"
"13","H","Mun","yes",0,"0.85","0.48","-0.75"
"14","A","Fra","yes",0,"0.76","0.53","-0.22"
"15","H","Bre","yes",1,"1.86","-0.15","-0.37"
"16","A","UnB","yes",0,"1.20","0.26","-0.11"
"17","H","Dor","yes",3,"1.31","0.19","0.09"
"18","H","Wol","yes",0,"1.41","0.13","0.22"
"19","A","Lei","yes",0,"0.76","0.53","0.75"
"20","H","Stu","yes",3,"1.66","-0.02","0.73"
"21","H","Mai","yes",1,"1.76","-0.08","0.65"
"22","A","Aug","yes",1,"1.79","-0.10","0.55"
"23","H","Fbg","yes",0,"1.89","-0.16","0.38"
"24","A","BMg","yes",3,"1.30","0.20","0.58"
"25","H","Bie","yes",0,"2.17","-0.34","0.25"
"26","A","Her","yes",0,"1.87","-0.15","0.10"
"27","H","Sch","yes",3,"2.65","-0.63","-0.53"
"28","A","Hof","yes",1,"1.48","0.09","-0.45"
"29","H","Kln","yes",3,"1.79","-0.10","-0.55"
"30","A","Mun","yes",0,"0.52","0.68","0.13"
"31","H","Fra","yes",3,"1.52","0.06","0.20"
"32","A","Bre","no",NA,"2.14","-0.32","-0.12"
"33","H","UnB","no",NA,"1.92","-0.18","-0.30"
"34","A","Dor","no",NA,"1.13","0.30","-0.00"
