"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Mun","yes",0,-8,"0.06","0.85","0.85"
"2","H","Bre","yes",0,-2,"0.66","-0.50","0.35"
"3","A","Lei","yes",0,-4,"0.10","0.77","1.12"
"4","H","UnB","yes",1,0,"0.73","-0.67","0.45"
"5","A","Dor","yes",0,-3,"0.14","0.67","1.12"
"6","H","Stu","yes",1,0,"0.53","-0.20","0.92"
"7","A","Mai","yes",1,0,"0.49","-0.12","0.80"
"8","H","Wol","yes",0,-2,"0.40","0.09","0.90"
"9","A","BMg","yes",0,-3,"0.19","0.56","1.46"
"10","H","Lev","yes",0,-3,"0.48","-0.08","1.38"
"11","A","Aug","yes",1,0,"0.36","0.17","1.55"
"12","H","Fbg","yes",0,-2,"0.76","-0.73","0.82"
"13","H","Bie","yes",0,-1,"1.01","-1.29","-0.47"
"14","A","Her","yes",0,-3,"0.35","0.21","-0.26"
"15","H","Hof","yes",3,4,"0.81","-0.84","-1.10"
"16","A","Fra","yes",0,-2,"0.10","0.77","-0.33"
"17","H","Kln","yes",0,-1,"0.61","-0.39","-0.72"
"18","H","Mun","yes",0,-4,"0.20","0.55","-0.18"
"19","A","Bre","yes",1,0,"0.55","-0.26","-0.44"
"20","H","Lei","yes",0,-3,"0.33","0.25","-0.19"
"21","A","UnB","yes",1,0,"0.18","0.59","0.39"
"22","H","Dor","yes",0,-4,"0.36","0.19","0.58"
"23","A","Stu","yes",0,-4,"0.31","0.28","0.87"
"24","H","Mai","yes",1,0,"0.58","-0.33","0.54"
"25","A","Wol","yes",0,-5,"0.12","0.73","1.27"
"26","H","BMg","yes",0,-3,"0.64","-0.45","0.82"
"27","A","Lev","yes",0,-1,"0.19","0.57","1.38"
"28","H","Aug","yes",3,1,"0.91","-1.07","0.31"
"29","A","Fbg","yes",0,-4,"0.23","0.47","0.78"
"30","A","Bie","yes",0,-1,"0.35","0.19","0.97"
"31","A","Hof","yes",0,-2,"0.25","0.44","1.41"
"32","H","Her","no",NA,NA,"0.89","-1.03","0.38"
"33","H","Fra","no",NA,NA,"0.45","-0.02","0.36"
"34","A","Kln","no",NA,NA,"0.60","-0.36","0.00"
