"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","A","Hee","yes",0,"0.51","0.39","0.39"
"2","H","Her","yes",3,"1.41","-0.67","-0.28"
"3","A","Emm","yes",1,"0.96","-0.14","-0.42"
"4","H","Fey","yes",0,"0.67","0.20","-0.22"
"5","H","Twe","yes",0,"0.71","0.15","-0.07"
"6","A","Zwo","yes",1,"0.50","0.40","0.33"
"7","H","Vit","yes",0,"0.80","0.06","0.39"
"8","A","PSV","yes",0,"0.09","0.89","1.28"
"9","H","VVV","yes",3,"1.85","-1.19","0.09"
"10","A","Gro","yes",0,"0.38","0.54","0.64"
"11","A","Sit","yes",0,"1.00","-0.19","0.45"
"12","H","Spa","yes",0,"1.07","-0.27","0.17"
"13","A","AZA","yes",0,"0.21","0.75","0.92"
"14","H","Ajx","yes",1,"0.20","0.76","1.68"
"15","A","VVV","yes",0,"0.95","-0.12","1.56"
"16","H","Gro","yes",0,"0.98","-0.17","1.39"
"17","A","RKC","yes",1,"0.82","0.02","1.41"
"18","H","Zwo","yes",0,"1.58","-0.87","0.54"
"19","A","Ajx","yes",0,"0.10","0.88","1.42"
"20","H","Emm","yes",3,"1.70","-1.02","0.41"
"21","A","Fey","yes",0,"0.26","0.69","1.10"
"22","H","Utr","yes",0,"0.64","0.24","1.34"
"23","H","ADO","yes",1,"1.69","-1.00","0.33"
"24","A","Spa","yes",3,"0.74","0.13","0.46"
"25","A","Twe","yes",1,"0.87","-0.03","0.43"
"26","H","Hee","yes",3,"1.41","-0.67","-0.24"
"27","A","Vit","yes",1,"0.18","0.78","0.54"
"28","H","AZA","yes",0,"0.50","0.41","0.95"
"29","A","Her","yes",0,"0.41","0.52","1.46"
"30","H","RKC","yes",3,"1.79","-1.12","0.34"
"31","A","Utr","no",NA,"0.55","0.34","0.68"
"32","H","PSV","no",NA,"0.67","0.20","0.88"
"33","A","ADO","no",NA,"1.64","-0.95","-0.06"
"34","H","Sit","no",NA,"0.79","0.06","0.00"
