"","HA","vs","played","Pts","ePts","sched","cumulative"
"1","H","WII","yes",3,"2.21","-0.83","-0.83"
"2","A","Sit","yes",3,"1.54","-0.27","-1.10"
"3","H","VVV","yes",3,"2.17","-0.80","-1.90"
"4","A","Utr","yes",1,"0.96","0.20","-1.70"
"5","A","Ajx","yes",0,"0.19","0.84","-0.86"
"6","H","Emm","yes",3,"2.05","-0.70","-1.56"
"7","A","Spa","yes",3,"1.22","-0.01","-1.56"
"8","H","AZA","yes",0,"0.75","0.38","-1.18"
"9","A","RKC","yes",1,"1.33","-0.10","-1.28"
"10","A","ADO","yes",1,"2.14","-0.77","-2.05"
"11","H","PSV","yes",1,"0.98","0.19","-1.87"
"12","A","Vit","yes",1,"0.35","0.71","-1.15"
"13","H","Her","yes",0,"1.79","-0.48","-1.64"
"14","A","Fey","yes",0,"0.48","0.60","-1.03"
"15","H","Sit","yes",0,"1.13","0.07","-0.97"
"16","H","RKC","yes",1,"2.12","-0.76","-1.73"
"17","A","VVV","yes",1,"1.47","-0.22","-1.95"
"18","A","Her","yes",0,"0.73","0.39","-1.55"
"19","H","Fey","yes",3,"0.98","0.19","-1.37"
"20","A","Twe","yes",1,"1.38","-0.15","-1.51"
"21","H","Vit","yes",3,"1.13","0.06","-1.45"
"22","A","AZA","yes",0,"0.40","0.67","-0.78"
"23","H","Gro","yes",1,"1.35","-0.12","-0.90"
"24","A","Zwo","yes",0,"0.89","0.26","-0.64"
"25","H","ADO","yes",3,"2.04","-0.69","-1.33"
"26","A","WII","yes",0,"1.23","-0.02","-1.34"
"27","H","Twe","yes",1,"1.03","0.15","-1.20"
"28","H","Ajx","yes",0,"0.32","0.74","-0.46"
"29","A","Gro","yes",3,"0.70","0.42","-0.04"
"30","H","Zwo","yes",0,"1.94","-0.61","-0.65"
"31","A","PSV","no",NA,"0.17","0.86","0.22"
"32","H","Utr","no",NA,"0.94","0.22","0.43"
"33","A","Emm","no",NA,"1.49","-0.23","0.20"
"34","H","Spa","no",NA,"1.45","-0.20","0.00"
