"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","H","Vit","yes",0,-1,"0.43","0.41","0.41"
"2","A","NEC","yes",0,-2,"0.95","-0.30","0.10"
"3","A","WII","yes",0,-1,"0.87","-0.19","-0.09"
"4","H","Ajx","yes",0,-2,"0.18","0.75","0.66"
"5","A","GoA","yes",0,-1,"0.86","-0.19","0.48"
"6","H","Spa","yes",1,0,"1.38","-0.90","-0.42"
"7","A","Utr","yes",0,-4,"0.29","0.61","0.18"
"8","H","Hee","yes",0,-1,"0.77","-0.06","0.12"
"9","A","PSV","yes",0,-2,"0.24","0.67","0.80"
"10","H","Her","yes",3,1,"1.89","-1.60","-0.80"
"11","A","AZA","yes",0,-1,"0.28","0.61","-0.19"
"12","H","Cam","yes",0,-1,"0.66","0.10","-0.09"
"13","A","Fey","yes",0,-4,"0.26","0.65","0.55"
"14","H","RKC","yes",1,0,"1.17","-0.60","-0.05"
"15","A","Gro","yes",1,0,"0.76","-0.04","-0.10"
"16","H","Sit","yes",0,-1,"1.64","-1.25","-1.35"
"17","H","Twe","yes",0,-2,"0.62","0.14","-1.20"
"18","A","Vit","yes",0,-1,"0.72","0.01","-1.19"
"19","H","WII","yes",3,2,"1.16","-0.59","-1.79"
"20","A","Hee","yes",3,1,"0.84","-0.15","-1.94"
"21","H","NEC","yes",1,0,"0.60","0.18","-1.76"
"22","A","Cam","no",NA,NA,"0.66","0.09","-1.67"
"23","H","Gro","no",NA,NA,"0.94","-0.29","-1.96"
"24","A","Her","no",NA,NA,"0.45","0.39","-1.58"
"25","A","Sit","no",NA,NA,"0.64","0.12","-1.46"
"26","H","Fey","no",NA,NA,"0.47","0.35","-1.11"
"27","A","Twe","no",NA,NA,"0.27","0.63","-0.48"
"28","H","GoA","no",NA,NA,"0.87","-0.20","-0.68"
"29","H","AZA","no",NA,NA,"0.65","0.11","-0.57"
"30","A","RKC","no",NA,NA,"0.58","0.20","-0.37"
"31","A","Ajx","no",NA,NA,"0.26","0.64","0.27"
"32","H","Utr","no",NA,NA,"0.94","-0.29","-0.02"
"33","A","Spa","no",NA,NA,"1.06","-0.45","-0.47"
"34","H","PSV","no",NA,NA,"0.39","0.47","0.00"
