"","HA","vs","played","sched","cumulative"
"1","H","Spo","yes","0.15","0.15"
"2","A","Ave","yes","-0.71","-0.56"
"3","H","Ton","yes","-0.52","-1.08"
"4","A","Pac","yes","-0.04","-1.12"
"5","H","Bel","yes","-0.48","-1.60"
"6","A","Bra","yes","0.53","-1.07"
"7","H","Mor","yes","-0.29","-1.35"
"8","A","Set","yes","0.08","-1.28"
"9","H","Pto","yes","0.63","-0.65"
"10","A","Gil","yes","0.12","-0.53"
"11","H","Pse","yes","-0.76","-1.29"
"12","A","Ben","yes","0.82","-0.47"
"13","H","SCl","yes","-0.29","-0.76"
"14","H","Boa","yes","-0.32","-1.08"
"15","A","Rio","yes","0.40","-0.68"
"16","H","Gui","yes","-0.10","-0.79"
"17","A","Fam","yes","0.46","-0.33"
"18","A","Spo","yes","0.53","0.20"
"19","H","Ave","yes","-1.13","-0.93"
"20","A","Ton","yes","-0.01","-0.94"
"21","H","Pac","yes","-0.55","-1.49"
"22","A","Bel","yes","0.03","-1.46"
"23","H","Bra","yes","0.15","-1.31"
"24","A","Mor","yes","0.20","-1.11"
"25","H","Set","yes","-0.43","-1.54"
"26","A","Pto","yes","0.81","-0.72"
"27","H","Gil","yes","-0.39","-1.11"
"28","A","Pse","no","-0.26","-1.36"
"29","H","Ben","no","0.64","-0.73"
"30","A","SCl","no","0.20","-0.53"
"31","A","Boa","no","0.17","-0.36"
"32","H","Rio","no","-0.04","-0.39"
"33","A","Gui","no","0.35","-0.04"
"34","H","Fam","no","0.04","0.00"
