"","HA","vs","played","sched","cumulative"
"1","H","Ave","yes","-0.88","-0.88"
"2","A","Gui","yes","0.31","-0.57"
"3","H","Pac","yes","-0.43","-1.00"
"4","A","Bel","yes","-0.07","-1.07"
"5","H","Spo","yes","0.17","-0.90"
"6","A","Gil","yes","0.19","-0.72"
"7","H","Ton","yes","-0.56","-1.27"
"8","A","Mor","yes","0.23","-1.04"
"9","H","Bra","yes","0.14","-0.90"
"10","A","Set","yes","-0.09","-0.99"
"11","H","Pto","yes","0.62","-0.37"
"12","A","SCl","yes","0.15","-0.22"
"13","H","Ben","yes","0.46","0.23"
"14","A","Mar","yes","0.09","0.33"
"15","H","Pse","yes","-0.58","-0.25"
"16","H","Fam","yes","-0.03","-0.28"
"17","A","Rio","yes","0.41","0.13"
"18","A","Ave","yes","-0.54","-0.41"
"19","H","Gui","yes","-0.14","-0.55"
"20","A","Pac","yes","0.03","-0.52"
"21","H","Bel","yes","-0.52","-1.04"
"22","A","Spo","yes","0.55","-0.49"
"23","H","Gil","yes","-0.27","-0.76"
"24","A","Ton","yes","-0.11","-0.88"
"25","H","Mor","yes","-0.22","-1.10"
"26","A","Bra","yes","0.52","-0.57"
"27","H","Set","yes","-0.54","-1.11"
"28","A","Pto","yes","0.82","-0.30"
"29","H","SCl","yes","-0.31","-0.61"
"30","A","Ben","yes","0.73","0.12"
"31","H","Mar","yes","-0.37","-0.25"
"32","A","Pse","no","-0.14","-0.39"
"33","A","Fam","no","0.40","0.01"
"34","H","Rio","no","-0.01","-0.00"
