"","HA","vs","played","sched","cumulative"
"1","A","Fam","yes","0.22","0.22"
"2","H","Ave","yes","-0.57","-0.35"
"3","A","Spo","yes","0.43","0.08"
"4","H","Gui","yes","-0.14","-0.07"
"5","H","Ton","yes","-0.36","-0.43"
"6","A","Bel","yes","-0.01","-0.44"
"7","H","Pto","yes","0.69","0.25"
"8","A","Pac","yes","-0.18","0.07"
"9","H","Mor","yes","-0.29","-0.22"
"10","A","Ben","yes","0.87","0.65"
"11","H","Set","yes","-0.27","0.38"
"12","A","Bra","yes","0.50","0.88"
"13","H","Gil","yes","-0.23","0.65"
"14","A","Pse","yes","-0.27","0.37"
"15","H","Mar","yes","-0.37","-0.00"
"16","A","SCl","yes","0.10","0.10"
"17","H","Boa","yes","-0.26","-0.16"
"18","A","Gui","yes","0.23","0.07"
"19","H","Fam","yes","-0.15","-0.08"
"20","A","Ave","yes","-0.36","-0.45"
"21","H","Spo","yes","0.06","-0.39"
"22","A","Ton","yes","-0.04","-0.43"
"23","H","Bel","no","-0.34","-0.77"
"24","A","Pto","no","0.86","0.09"
"25","H","Pac","no","-0.45","-0.37"
"26","A","Mor","no","0.05","-0.32"
"27","H","Ben","no","0.72","0.40"
"28","A","Set","no","0.07","0.47"
"29","H","Bra","no","0.14","0.61"
"30","A","Gil","no","0.13","0.74"
"31","H","Pse","no","-0.51","0.22"
"32","A","Mar","no","-0.06","0.16"
"33","H","SCl","no","-0.25","-0.09"
"34","A","Boa","no","0.09","0.00"
