"","HA","vs","played","sched","cumulative"
"1","H","Aug","yes","-0.24","-0.24"
"2","A","Kln","yes","0.10","-0.14"
"3","A","UnB","yes","0.09","-0.05"
"4","H","Lev","yes","0.02","-0.03"
"5","A","Fra","yes","0.06","0.04"
"6","H","Bre","yes","-0.34","-0.30"
"7","A","Fbg","yes","0.13","-0.17"
"8","H","BMg","yes","0.12","-0.05"
"9","A","Sch","yes","0.23","0.18"
"10","H","Wol","yes","-0.17","0.01"
"11","A","Mun","yes","0.57","0.58"
"12","H","Pad","yes","-0.36","0.22"
"13","A","Her","yes","0.00","0.23"
"14","H","Dus","yes","-0.31","-0.08"
"15","A","Mai","yes","-0.02","-0.10"
"16","H","Lei","yes","0.16","0.06"
"17","A","Hof","yes","0.17","0.23"
"18","A","Aug","yes","0.03","0.26"
"19","H","Kln","yes","-0.19","0.06"
"20","H","UnB","yes","-0.20","-0.14"
"21","A","Lev","yes","0.39","0.26"
"22","H","Fra","yes","-0.22","0.04"
"23","A","Bre","yes","-0.17","-0.13"
"24","H","Fbg","yes","-0.18","-0.30"
"25","A","BMg","no","0.50","0.20"
"26","H","Sch","no","-0.11","0.09"
"27","A","Wol","no","0.14","0.23"
"28","H","Mun","no","0.20","0.43"
"29","A","Pad","no","-0.19","0.24"
"30","H","Her","no","-0.25","-0.02"
"31","A","Dus","no","-0.11","-0.12"
"32","H","Mai","no","-0.26","-0.39"
"33","A","Lei","no","0.53","0.15"
"34","H","Hof","no","-0.15","-0.00"
