"","HA","vs","played","sched","cumulative"
"1","A","Lev","yes","0.60","0.60"
"2","H","Fbg","yes","-0.33","0.26"
"3","A","Wol","yes","0.30","0.56"
"4","H","Sch","yes","-0.09","0.48"
"5","A","Her","yes","0.09","0.56"
"6","H","Mun","yes","0.41","0.97"
"7","H","Mai","yes","-0.79","0.19"
"8","A","Kln","yes","0.20","0.39"
"9","H","Dus","yes","-1.03","-0.64"
"10","A","Hof","yes","0.40","-0.24"
"11","H","Aug","yes","-0.55","-0.79"
"12","A","Dor","yes","0.67","-0.12"
"13","H","Lei","yes","0.43","0.31"
"14","A","Bre","yes","-0.41","-0.09"
"15","H","UnB","yes","-0.55","-0.64"
"16","A","BMg","yes","0.69","0.04"
"17","H","Fra","yes","-0.43","-0.39"
"18","H","Lev","yes","0.13","-0.25"
"19","A","Fbg","yes","0.33","0.08"
"20","H","Wol","yes","-0.38","-0.31"
"21","A","Sch","yes","0.48","0.17"
"22","H","Her","yes","-0.69","-0.52"
"23","A","Mun","yes","0.74","0.22"
"24","A","Mai","no","0.01","0.23"
"25","H","Kln","no","-0.53","-0.30"
"26","A","Dus","no","-0.18","-0.48"
"27","H","Hof","no","-0.21","-0.70"
"28","A","Aug","no","0.18","-0.51"
"29","H","Dor","no","0.28","-0.24"
"30","A","Lei","no","0.75","0.51"
"31","H","Bre","no","-1.27","-0.76"
"32","A","UnB","no","0.18","-0.58"
"33","H","BMg","no","0.31","-0.27"
"34","A","Fra","no","0.27","-0.00"
