"","HA","vs","played","sched","cumulative"
"1","A","Rea","yes","0.13","0.13"
"2","H","Bar","yes","-0.48","-0.35"
"3","A","Mil","yes","0.28","-0.07"
"4","H","Lut","yes","-0.47","-0.54"
"5","A","PNE","yes","0.32","-0.22"
"6","H","QPR","yes","-0.22","-0.44"
"7","A","Hud","yes","0.02","-0.42"
"8","H","Ful","yes","0.06","-0.36"
"9","A","Mid","yes","-0.04","-0.40"
"10","A","Hul","yes","0.03","-0.37"
"11","H","Wig","yes","-0.33","-0.69"
"12","A","Car","yes","0.22","-0.47"
"13","H","Sto","yes","-0.37","-0.84"
"14","H","Lee","yes","0.22","-0.62"
"15","A","Bla","yes","0.25","-0.37"
"16","H","Swa","yes","-0.14","-0.51"
"17","A","WBA","yes","0.53","0.02"
"18","H","Bir","yes","-0.21","-0.19"
"19","A","Cha","yes","-0.02","-0.21"
"20","H","Bre","yes","-0.01","-0.22"
"21","A","Der","yes","0.13","-0.09"
"22","A","Not","yes","0.37","0.28"
"23","H","Bri","yes","-0.08","0.20"
"24","A","Sto","yes","-0.01","0.19"
"25","H","Car","yes","-0.14","0.05"
"26","H","Hul","yes","-0.33","-0.29"
"27","A","Lee","yes","0.53","0.24"
"28","H","Bla","yes","-0.12","0.13"
"29","A","Wig","yes","0.04","0.16"
"30","H","Mil","yes","-0.08","0.08"
"31","A","Bar","yes","-0.14","-0.05"
"32","A","Lut","yes","-0.12","-0.17"
"33","H","Rea","yes","-0.24","-0.41"
"34","A","Bir","yes","0.16","-0.25"
"35","H","Cha","yes","-0.38","-0.63"
"36","H","Der","yes","-0.24","-0.86"
"37","A","Bre","no","0.34","-0.52"
"38","H","Not","no","0.02","-0.50"
"39","A","Bri","no","0.28","-0.22"
"40","H","WBA","no","0.22","-0.00"
"41","A","Swa","no","0.23","0.23"
"42","H","PNE","no","-0.04","0.19"
"43","A","QPR","no","0.15","0.34"
"44","H","Hud","no","-0.34","-0.01"
"45","A","Ful","no","0.40","0.40"
"46","H","Mid","no","-0.40","-0.00"
