"","HA","vs","played","sched","cumulative"
"1","A","Sto","yes","-0.12","-0.12"
"2","H","Hud","yes","-0.47","-0.58"
"3","A","Bri","yes","0.34","-0.24"
"4","H","Swa","yes","-0.13","-0.37"
"5","H","Wig","yes","-0.59","-0.95"
"6","A","ShW","yes","0.44","-0.51"
"7","H","Lut","yes","-0.55","-1.06"
"8","A","Mil","yes","0.33","-0.74"
"9","H","WBA","yes","0.31","-0.43"
"10","A","Car","yes","0.30","-0.13"
"11","H","Bla","yes","-0.18","-0.30"
"12","A","Hul","yes","0.26","-0.04"
"13","H","Rea","yes","-0.38","-0.42"
"14","H","Bre","yes","-0.03","-0.45"
"15","A","Lee","yes","0.63","0.18"
"16","H","Mid","yes","-0.43","-0.25"
"17","A","Ful","yes","0.42","0.17"
"18","H","Not","yes","-0.04","0.13"
"19","A","Der","yes","0.08","0.20"
"20","H","PNE","yes","-0.04","0.16"
"21","A","Bir","yes","0.18","0.34"
"22","A","Bar","yes","-0.15","0.20"
"23","H","Cha","yes","-0.39","-0.20"
"24","A","Rea","no","0.13","-0.07"
"25","H","Hul","no","-0.25","-0.32"
"26","H","Car","no","-0.21","-0.53"
"27","A","Bre","no","0.46","-0.07"
"28","H","Lee","no","0.20","0.13"
"29","A","Bla","no","0.34","0.47"
"30","H","Bri","no","-0.17","0.30"
"31","A","Hud","no","0.02","0.32"
"32","A","Swa","no","0.38","0.70"
"33","H","Sto","no","-0.57","0.13"
"34","A","Not","no","0.45","0.59"
"35","H","Der","no","-0.42","0.17"
"36","H","Bir","no","-0.33","-0.16"
"37","A","PNE","no","0.46","0.29"
"38","H","Bar","no","-0.59","-0.29"
"39","A","Cha","no","0.11","-0.19"
"40","H","Ful","no","-0.08","-0.27"
"41","A","Mid","no","0.07","-0.20"
"42","A","Wig","no","-0.15","-0.35"
"43","H","ShW","no","-0.06","-0.41"
"44","A","Lut","no","-0.10","-0.50"
"45","H","Mil","no","-0.19","-0.69"
"46","A","WBA","no","0.69","0.00"
