"","HA","vs","played","Pts","GD","ePts","sched","cumulative"
"1","A","Ren","yes",1,0,"0.66","0.53","0.53"
"2","H","StE","yes",1,0,"1.90","-0.35","0.19"
"3","A","Mco","yes",3,2,"1.02","0.27","0.46"
"4","H","Lor","yes",1,0,"2.05","-0.45","0.01"
"5","A","Bor","yes",3,1,"1.76","-0.25","-0.24"
"6","H","Lil","yes",3,1,"1.47","-0.04","-0.28"
"7","H","Str","yes",0,-1,"1.39","0.01","-0.27"
"8","A","Mar","yes",3,1,"1.35","0.05","-0.22"
"9","H","Rei","yes",3,2,"1.54","-0.09","-0.32"
"10","A","Mtp","yes",0,-1,"1.15","0.18","-0.13"
"11","H","Mtz","yes",3,3,"1.78","-0.26","-0.40"
"12","A","Lyo","yes",0,-1,"0.99","0.30","-0.10"
"13","H","Tro","yes",3,4,"1.86","-0.32","-0.41"
"14","A","Bre","yes",0,-4,"1.37","0.03","-0.38"
"15","H","Ang","yes",1,0,"1.81","-0.28","-0.67"
"16","A","Cle","yes",1,0,"1.62","-0.15","-0.81"
"17","H","PSG","yes",1,0,"1.17","0.17","-0.65"
"18","A","Nan","yes",0,-1,"0.72","0.49","-0.16"
"19","A","Nic","yes",0,-1,"1.03","0.27","0.11"
"20","H","Ren","yes",3,1,"1.63","-0.15","-0.04"
"21","A","StE","yes",3,1,"1.63","-0.16","-0.20"
"22","H","Mar","yes",0,-2,"0.86","0.39","0.19"
"23","A","Lor","yes",0,-2,"1.41","-0.00","0.19"
"24","H","Bor","yes",3,1,"1.96","-0.39","-0.20"
"25","H","Lyo","yes",1,0,"1.51","-0.07","-0.27"
"26","A","Ang","yes",3,1,"1.51","-0.07","-0.34"
"27","H","Bre","yes",0,-1,"1.52","-0.08","-0.41"
"28","A","Mtz","yes",1,0,"1.92","-0.36","-0.77"
"29","H","Cle","no",NA,NA,"1.71","-0.21","-0.99"
"30","A","Str","no",NA,NA,"0.91","0.36","-0.63"
"31","H","Nic","no",NA,NA,"0.95","0.33","-0.30"
"32","A","Lil","no",NA,NA,"1.04","0.26","-0.04"
"33","H","Mtp","no",NA,NA,"1.65","-0.17","-0.21"
"34","A","PSG","no",NA,NA,"0.23","0.84","0.63"
"35","H","Nan","no",NA,NA,"1.85","-0.31","0.32"
"36","A","Rei","no",NA,NA,"1.46","-0.04","0.28"
"37","A","Tro","no",NA,NA,"1.57","-0.11","0.17"
"38","H","Mco","no",NA,NA,"1.65","-0.17","-0.00"
